longitude,latitude,value
-8.4167,58.1500,9.1595
-8.2500,58.1500,9.1337
-8.0833,58.1500,9.1096
-7.9167,58.1500,9.0882
-7.7500,58.1500,9.0650
-7.5833,58.1500,9.0358
-7.4167,58.1500,9.0012
-7.2500,58.1500,8.9537
-6.2500,58.1500,8.3991
-6.0833,58.1500,8.3430
-5.9167,58.1500,8.3050
-5.7500,58.1500,8.2787
-5.5833,58.1500,8.2617
-5.4167,58.1500,8.2469
-3.4167,58.1500,7.3744
-3.2500,58.1500,7.3768
-3.0833,58.1500,7.3829
-2.9167,58.1500,7.3940
-2.7500,58.1500,7.4049
-2.5833,58.1500,7.4193
-2.4167,58.1500,7.4351
-2.2500,58.1500,7.4545
-2.0833,58.1500,7.4740
-1.9167,58.1500,7.4986
-1.7500,58.1500,7.5268
-1.5833,58.1500,7.5538
-1.4167,58.1500,7.5755
-1.2500,58.1500,7.5970
-1.0833,58.1500,7.6124
-0.9167,58.1500,7.6224
-0.7500,58.1500,7.6262
-0.5833,58.1500,7.6286
-0.4167,58.1500,7.6277
-0.2500,58.1500,7.6247
-0.0833,58.1500,7.6195
0.0833,58.1500,7.6155
0.2500,58.1500,7.6135
0.4167,58.1500,7.6140
0.5833,58.1500,7.6096
0.7500,58.1500,7.6024
0.9167,58.1500,7.5887
1.0833,58.1500,7.5646
1.2500,58.1500,7.5289
1.4167,58.1500,7.4824
1.5833,58.1500,7.4244
1.7500,58.1500,7.3564
1.9167,58.1500,7.2818
2.0833,58.1500,7.2012
2.2500,58.1500,7.1189
2.4167,58.1500,7.0356
2.5833,58.1500,6.9532
2.7500,58.1500,6.8736
2.9167,58.1500,6.8001
3.0833,58.1500,6.7336
3.2500,58.1500,6.6745
3.4167,58.1500,6.6203
3.5833,58.1500,6.5702
3.7500,58.1500,6.5176
3.9167,58.1500,6.4638
4.0833,58.1500,6.4085
4.2500,58.1500,6.3535
4.4167,58.1500,6.2952
4.5833,58.1500,6.2327
4.7500,58.1500,6.1601
4.9167,58.1500,6.0838
5.0833,58.1500,5.9989
5.2500,58.1500,5.9088
5.4167,58.1500,5.8125
5.5833,58.1500,5.7042
5.7500,58.1500,5.5875
5.9167,58.1500,5.4591
6.0833,58.1500,5.3086
6.2500,58.1500,5.1338
6.4167,58.1500,4.9368
6.5833,58.1500,4.7375
8.0833,58.1500,4.2633
8.2500,58.1500,4.3452
8.4167,58.1500,4.3974
8.5833,58.1500,4.4318
8.7500,58.1500,4.4527
8.9167,58.1500,4.4549
9.0833,58.1500,4.4482
9.2500,58.1500,4.4319
9.4167,58.1500,4.4153
9.5833,58.1500,4.3996
9.7500,58.1500,4.6201
-9.4167,58.0500,9.3252
-9.2500,58.0500,9.2949
-9.0833,58.0500,9.2638
-8.9167,58.0500,9.2321
-8.7500,58.0500,9.2006
-8.5833,58.0500,9.1698
-8.4167,58.0500,9.1400
-8.2500,58.0500,9.1118
-8.0833,58.0500,9.0870
-7.9167,58.0500,9.0644
-7.7500,58.0500,9.0393
-7.5833,58.0500,9.0069
-7.4167,58.0500,8.9681
-7.2500,58.0500,8.9157
-6.2500,58.0500,8.3769
-6.0833,58.0500,8.3271
-5.9167,58.0500,8.2951
-5.7500,58.0500,8.2737
-5.5833,58.0500,8.2602
-5.4167,58.0500,8.2487
-3.7500,58.0500,7.2785
-3.5833,58.0500,7.2840
-3.4167,58.0500,7.2935
-3.2500,58.0500,7.3062
-3.0833,58.0500,7.3200
-2.9167,58.0500,7.3368
-2.7500,58.0500,7.3523
-2.5833,58.0500,7.3702
-2.4167,58.0500,7.3882
-2.2500,58.0500,7.4094
-2.0833,58.0500,7.4299
-1.9167,58.0500,7.4543
-1.7500,58.0500,7.4817
-1.5833,58.0500,7.5070
-1.4167,58.0500,7.5265
-1.2500,58.0500,7.5465
-1.0833,58.0500,7.5610
-0.9167,58.0500,7.5712
-0.7500,58.0500,7.5769
-0.5833,58.0500,7.5823
-0.4167,58.0500,7.5846
-0.2500,58.0500,7.5862
-0.0833,58.0500,7.5865
0.0833,58.0500,7.5889
0.2500,58.0500,7.5942
0.4167,58.0500,7.6022
0.5833,58.0500,7.6055
0.7500,58.0500,7.6057
0.9167,58.0500,7.5986
1.0833,58.0500,7.5804
1.2500,58.0500,7.5490
1.4167,58.0500,7.5054
1.5833,58.0500,7.4489
1.7500,58.0500,7.3808
1.9167,58.0500,7.3040
2.0833,58.0500,7.2198
2.2500,58.0500,7.1333
2.4167,58.0500,7.0456
2.5833,58.0500,6.9594
2.7500,58.0500,6.8773
2.9167,58.0500,6.8029
3.0833,58.0500,6.7373
3.2500,58.0500,6.6803
3.4167,58.0500,6.6299
3.5833,58.0500,6.5851
3.7500,58.0500,6.5393
3.9167,58.0500,6.4930
4.0833,58.0500,6.4454
4.2500,58.0500,6.3971
4.4167,58.0500,6.3446
4.5833,58.0500,6.2873
4.7500,58.0500,6.2191
4.9167,58.0500,6.1434
5.0833,58.0500,6.0585
5.2500,58.0500,5.9665
5.4167,58.0500,5.8668
5.5833,58.0500,5.7545
5.7500,58.0500,5.6326
5.9167,58.0500,5.4974
6.0833,58.0500,5.3402
6.2500,58.0500,5.1607
6.4167,58.0500,4.9621
6.5833,58.0500,4.7643
6.7500,58.0500,4.5636
6.9167,58.0500,4.3591
7.0833,58.0500,4.1849
7.2500,58.0500,4.0742
7.7500,58.0500,4.1152
7.9167,58.0500,4.2088
8.0833,58.0500,4.3014
8.2500,58.0500,4.3843
8.4167,58.0500,4.4433
8.5833,58.0500,4.4856
8.7500,58.0500,4.5145
8.9167,58.0500,4.5213
9.0833,58.0500,4.5177
9.2500,58.0500,4.5039
9.4167,58.0500,4.4894
9.5833,58.0500,4.4751
9.7500,58.0500,4.7138
-9.5833,57.9500,9.3729
-9.4167,57.9500,9.3373
-9.2500,57.9500,9.3009
-9.0833,57.9500,9.2638
-8.9167,57.9500,9.2262
-8.7500,57.9500,9.1893
-8.5833,57.9500,9.1539
-8.4167,57.9500,9.1203
-8.2500,57.9500,9.0897
-8.0833,57.9500,9.0639
-7.9167,57.9500,9.0398
-7.7500,57.9500,9.0125
-7.5833,57.9500,8.9783
-7.4167,57.9500,8.9375
-7.2500,57.9500,8.8835
-6.4167,57.9500,8.4333
-6.2500,57.9500,8.3613
-6.0833,57.9500,8.3151
-5.9167,57.9500,8.2867
-5.7500,57.9500,8.2685
-5.5833,57.9500,8.2572
-5.4167,57.9500,8.2480
-4.0833,57.9500,7.1778
-3.9167,57.9500,7.2023
-3.7500,57.9500,7.2230
-3.5833,57.9500,7.2383
-3.4167,57.9500,7.2531
-3.2500,57.9500,7.2684
-3.0833,57.9500,7.2833
-2.9167,57.9500,7.2989
-2.7500,57.9500,7.3133
-2.5833,57.9500,7.3303
-2.4167,57.9500,7.3469
-2.2500,57.9500,7.3677
-2.0833,57.9500,7.3884
-1.9167,57.9500,7.4121
-1.7500,57.9500,7.4380
-1.5833,57.9500,7.4609
-1.4167,57.9500,7.4779
-1.2500,57.9500,7.4958
-1.0833,57.9500,7.5091
-0.9167,57.9500,7.5190
-0.7500,57.9500,7.5263
-0.5833,57.9500,7.5341
-0.4167,57.9500,7.5391
-0.2500,57.9500,7.5445
-0.0833,57.9500,7.5495
0.0833,57.9500,7.5576
0.2500,57.9500,7.5694
0.4167,57.9500,7.5842
0.5833,57.9500,7.5946
0.7500,57.9500,7.6018
0.9167,57.9500,7.6011
1.0833,57.9500,7.5888
1.2500,57.9500,7.5617
1.4167,57.9500,7.5212
1.5833,57.9500,7.4665
1.7500,57.9500,7.3988
1.9167,57.9500,7.3204
2.0833,57.9500,7.2335
2.2500,57.9500,7.1435
2.4167,57.9500,7.0523
2.5833,57.9500,6.9633
2.7500,57.9500,6.8797
2.9167,57.9500,6.8051
3.0833,57.9500,6.7407
3.2500,57.9500,6.6862
3.4167,57.9500,6.6394
3.5833,57.9500,6.5995
3.7500,57.9500,6.5599
3.9167,57.9500,6.5205
4.0833,57.9500,6.4799
4.2500,57.9500,6.4372
4.4167,57.9500,6.3896
4.5833,57.9500,6.3367
4.7500,57.9500,6.2721
4.9167,57.9500,6.1977
5.0833,57.9500,6.1136
5.2500,57.9500,6.0211
5.4167,57.9500,5.9197
5.5833,57.9500,5.8057
5.7500,57.9500,5.6813
5.9167,57.9500,5.5429
6.0833,57.9500,5.3829
6.2500,57.9500,5.2024
6.4167,57.9500,5.0052
6.5833,57.9500,4.8110
6.7500,57.9500,4.6150
6.9167,57.9500,4.4198
7.0833,57.9500,4.2549
7.2500,57.9500,4.1496
7.4167,57.9500,4.1049
7.5833,57.9500,4.1175
7.7500,57.9500,4.1737
7.9167,57.9500,4.2596
8.0833,57.9500,4.3481
8.2500,57.9500,4.4311
8.4167,57.9500,4.4938
8.5833,57.9500,4.5413
8.7500,57.9500,4.5757
8.9167,57.9500,4.5878
9.0833,57.9500,4.5873
9.2500,57.9500,4.5766
9.4167,57.9500,4.5647
9.5833,57.9500,4.5524
9.7500,57.9500,4.7935
-9.5833,57.8500,9.3924
-9.4167,57.8500,9.3510
-9.2500,57.8500,9.3085
-9.0833,57.8500,9.2654
-8.9167,57.8500,9.2218
-8.7500,57.8500,9.1794
-8.5833,57.8500,9.1394
-8.4167,57.8500,9.1021
-8.2500,57.8500,9.0690
-8.0833,57.8500,9.0423
-7.9167,57.8500,9.0169
-7.7500,57.8500,8.9873
-7.5833,57.8500,8.9501
-7.4167,57.8500,8.9074
-7.2500,57.8500,8.8526
-7.0833,57.8500,8.7822
-6.7500,57.8500,8.5911
-6.5833,57.8500,8.5016
-6.4167,57.8500,8.4191
-6.2500,57.8500,8.3521
-6.0833,57.8500,8.3077
-5.9167,57.8500,8.2811
-4.0833,57.8500,7.1704
-3.9167,57.8500,7.1880
-3.7500,57.8500,7.2038
-3.5833,57.8500,7.2152
-3.4167,57.8500,7.2269
-3.2500,57.8500,7.2395
-3.0833,57.8500,7.2522
-2.9167,57.8500,7.2663
-2.7500,57.8500,7.2783
-2.5833,57.8500,7.2934
-2.4167,57.8500,7.3078
-2.2500,57.8500,7.3270
-2.0833,57.8500,7.3470
-1.9167,57.8500,7.3686
-1.7500,57.8500,7.3922
-1.5833,57.8500,7.4126
-1.4167,57.8500,7.4273
-1.2500,57.8500,7.4433
-1.0833,57.8500,7.4556
-0.9167,57.8500,7.4664
-0.7500,57.8500,7.4755
-0.5833,57.8500,7.4858
-0.4167,57.8500,7.4935
-0.2500,57.8500,7.5023
-0.0833,57.8500,7.5116
0.0833,57.8500,7.5245
0.2500,57.8500,7.5415
0.4167,57.8500,7.5618
0.5833,57.8500,7.5782
0.7500,57.8500,7.5911
0.9167,57.8500,7.5960
1.0833,57.8500,7.5887
1.2500,57.8500,7.5654
1.4167,57.8500,7.5281
1.5833,57.8500,7.4751
1.7500,57.8500,7.4081
1.9167,57.8500,7.3288
2.0833,57.8500,7.2400
2.2500,57.8500,7.1476
2.4167,57.8500,7.0543
2.5833,57.8500,6.9639
2.7500,57.8500,6.8800
2.9167,57.8500,6.8063
3.0833,57.8500,6.7438
3.2500,57.8500,6.6921
3.4167,57.8500,6.6493
3.5833,57.8500,6.6139
3.7500,57.8500,6.5797
3.9167,57.8500,6.5462
4.0833,57.8500,6.5112
4.2500,57.8500,6.4725
4.4167,57.8500,6.4281
4.5833,57.8500,6.3782
4.7500,57.8500,6.3164
4.9167,57.8500,6.2455
5.0833,57.8500,6.1658
5.2500,57.8500,6.0751
5.4167,57.8500,5.9745
5.5833,57.8500,5.8612
5.7500,57.8500,5.7366
5.9167,57.8500,5.5969
6.0833,57.8500,5.4364
6.2500,57.8500,5.2568
6.4167,57.8500,5.0623
6.5833,57.8500,4.8724
6.7500,57.8500,4.6834
6.9167,57.8500,4.4984
7.0833,57.8500,4.3419
7.2500,57.8500,4.2404
7.4167,57.8500,4.1937
7.5833,57.8500,4.1982
7.7500,57.8500,4.2444
7.9167,57.8500,4.3209
8.0833,57.8500,4.4041
8.2500,57.8500,4.4845
8.4167,57.8500,4.5481
8.5833,57.8500,4.5981
8.7500,57.8500,4.6352
8.9167,57.8500,4.6502
9.0833,57.8500,4.6514
9.2500,57.8500,4.6425
9.4167,57.8500,4.6317
9.5833,57.8500,4.6198
9.7500,57.8500,4.8623
-9.5833,57.7500,9.4156
-9.4167,57.7500,9.3692
-9.2500,57.7500,9.3215
-9.0833,57.7500,9.2727
-8.9167,57.7500,9.2235
-8.7500,57.7500,9.1759
-8.5833,57.7500,9.1311
-8.4167,57.7500,9.0899
-8.2500,57.7500,9.0540
-8.0833,57.7500,9.0258
-7.9167,57.7500,8.9986
-7.7500,57.7500,8.9665
-7.5833,57.7500,8.9262
-7.4167,57.7500,8.8796
-7.2500,57.7500,8.8216
-7.0833,57.7500,8.7533
-6.9167,57.7500,8.6674
-6.7500,57.7500,8.5720
-6.5833,57.7500,8.4893
-6.4167,57.7500,8.4127
-6.2500,57.7500,8.3507
-6.0833,57.7500,8.3070
-5.9167,57.7500,8.2801
-3.9167,57.7500,7.1761
-3.7500,57.7500,7.1881
-3.5833,57.7500,7.1965
-3.4167,57.7500,7.2054
-3.2500,57.7500,7.2155
-3.0833,57.7500,7.2260
-2.9167,57.7500,7.2381
-2.7500,57.7500,7.2464
-2.5833,57.7500,7.2580
-2.4167,57.7500,7.2689
-2.2500,57.7500,7.2854
-2.0833,57.7500,7.3035
-1.9167,57.7500,7.3225
-1.7500,57.7500,7.3433
-1.5833,57.7500,7.3613
-1.4167,57.7500,7.3745
-1.2500,57.7500,7.3893
-1.0833,57.7500,7.4014
-0.9167,57.7500,7.4140
-0.7500,57.7500,7.4255
-0.5833,57.7500,7.4387
-0.4167,57.7500,7.4491
-0.2500,57.7500,7.4610
-0.0833,57.7500,7.4739
0.0833,57.7500,7.4907
0.2500,57.7500,7.5117
0.4167,57.7500,7.5359
0.5833,57.7500,7.5568
0.7500,57.7500,7.5741
0.9167,57.7500,7.5828
1.0833,57.7500,7.5791
1.2500,57.7500,7.5587
1.4167,57.7500,7.5239
1.5833,57.7500,7.4725
1.7500,57.7500,7.4062
1.9167,57.7500,7.3267
2.0833,57.7500,7.2369
2.2500,57.7500,7.1432
2.4167,57.7500,7.0492
2.5833,57.7500,6.9587
2.7500,57.7500,6.8760
2.9167,57.7500,6.8043
3.0833,57.7500,6.7442
3.2500,57.7500,6.6956
3.4167,57.7500,6.6566
3.5833,57.7500,6.6252
3.7500,57.7500,6.5953
3.9167,57.7500,6.5664
4.0833,57.7500,6.5352
4.2500,57.7500,6.4986
4.4167,57.7500,6.4558
4.5833,57.7500,6.4075
4.7500,57.7500,6.3474
4.9167,57.7500,6.2797
5.0833,57.7500,6.2043
5.2500,57.7500,6.1193
5.4167,57.7500,6.0222
5.5833,57.7500,5.9132
5.7500,57.7500,5.7924
5.9167,57.7500,5.6558
6.0833,57.7500,5.4985
6.2500,57.7500,5.3236
6.4167,57.7500,5.1348
6.5833,57.7500,4.9507
6.7500,57.7500,4.7687
6.9167,57.7500,4.5928
7.0833,57.7500,4.4441
7.2500,57.7500,4.3447
7.4167,57.7500,4.2942
7.5833,57.7500,4.2896
7.7500,57.7500,4.3247
7.9167,57.7500,4.3908
8.0833,57.7500,4.4658
8.2500,57.7500,4.5407
8.4167,57.7500,4.6026
8.5833,57.7500,4.6532
8.7500,57.7500,4.6913
8.9167,57.7500,4.7080
9.0833,57.7500,4.7106
9.2500,57.7500,4.7034
9.4167,57.7500,4.6937
9.5833,57.7500,4.6821
9.7500,57.7500,4.9269
-9.5833,57.6500,9.4431
-9.4167,57.6500,9.3927
-9.2500,57.6500,9.3406
-9.0833,57.6500,9.2869
-8.9167,57.6500,9.2326
-8.7500,57.6500,9.1801
-8.5833,57.6500,9.1308
-8.4167,57.6500,9.0856
-8.2500,57.6500,9.0466
-8.0833,57.6500,9.0162
-7.9167,57.6500,8.9867
-7.7500,57.6500,8.9515
-7.5833,57.6500,8.9075
-7.4167,57.6500,8.8572
-7.0833,57.6500,8.7306
-6.9167,57.6500,8.6500
-6.7500,57.6500,8.5587
-6.5833,57.6500,8.4801
-6.4167,57.6500,8.4081
-6.2500,57.6500,8.3494
-6.0833,57.6500,8.3045
-5.9167,57.6500,8.2755
-3.9167,57.6500,7.1594
-3.7500,57.6500,7.1686
-3.5833,57.6500,7.1750
-1.9167,57.6500,7.2714
-1.7500,57.6500,7.2901
-1.5833,57.6500,7.3071
-1.4167,57.6500,7.3204
-1.2500,57.6500,7.3354
-1.0833,57.6500,7.3496
-0.9167,57.6500,7.3647
-0.7500,57.6500,7.3791
-0.5833,57.6500,7.3954
-0.4167,57.6500,7.4084
-0.2500,57.6500,7.4227
-0.0833,57.6500,7.4383
0.0833,57.6500,7.4576
0.2500,57.6500,7.4807
0.4167,57.6500,7.5070
0.5833,57.6500,7.5307
0.7500,57.6500,7.5503
0.9167,57.6500,7.5613
1.0833,57.6500,7.5598
1.2500,57.6500,7.5413
1.4167,57.6500,7.5081
1.5833,57.6500,7.4581
1.7500,57.6500,7.3928
1.9167,57.6500,7.3136
2.0833,57.6500,7.2238
2.2500,57.6500,7.1300
2.4167,57.6500,7.0365
2.5833,57.6500,6.9473
2.7500,57.6500,6.8665
2.9167,57.6500,6.7971
3.0833,57.6500,6.7393
3.2500,57.6500,6.6935
3.4167,57.6500,6.6577
3.5833,57.6500,6.6291
3.7500,57.6500,6.6023
3.9167,57.6500,6.5764
4.0833,57.6500,6.5473
4.2500,57.6500,6.5116
4.4167,57.6500,6.4696
4.5833,57.6500,6.4223
4.7500,57.6500,6.3641
4.9167,57.6500,6.3000
5.0833,57.6500,6.2286
5.2500,57.6500,6.1495
5.4167,57.6500,6.0607
5.5833,57.6500,5.9622
5.7500,57.6500,5.8497
5.9167,57.6500,5.7206
6.0833,57.6500,5.5710
6.2500,57.6500,5.4040
6.4167,57.6500,5.2231
6.5833,57.6500,5.0458
6.7500,57.6500,4.8706
6.9167,57.6500,4.7028
7.0833,57.6500,4.5600
7.2500,57.6500,4.4618
7.4167,57.6500,4.4064
7.5833,57.6500,4.3921
7.7500,57.6500,4.4160
7.9167,57.6500,4.4709
8.0833,57.6500,4.5365
8.2500,57.6500,4.6047
8.4167,57.6500,4.6636
8.5833,57.6500,4.7123
8.7500,57.6500,4.7494
8.9167,57.6500,4.7664
9.0833,57.6500,4.7694
9.2500,57.6500,4.7630
9.4167,57.6500,4.7522
9.5833,57.6500,4.7389
9.7500,57.6500,4.7191
-9.4167,57.5500,9.4221
-9.2500,57.5500,9.3666
-9.0833,57.5500,9.3088
-8.9167,57.5500,9.2501
-8.7500,57.5500,9.1931
-8.5833,57.5500,9.1395
-8.4167,57.5500,9.0903
-8.2500,57.5500,9.0477
-8.0833,57.5500,9.0143
-7.9167,57.5500,8.9814
-7.7500,57.5500,8.9425
-7.5833,57.5500,8.8947
-7.4167,57.5500,8.8412
-7.0833,57.5500,8.7148
-6.9167,57.5500,8.6378
-6.7500,57.5500,8.5497
-6.5833,57.5500,8.4732
-6.4167,57.5500,8.4046
-6.0833,57.5500,8.2990
-5.9167,57.5500,8.2650
-5.7500,57.5500,8.2404
-1.7500,57.5500,7.2353
-1.5833,57.5500,7.2529
-1.4167,57.5500,7.2678
-1.2500,57.5500,7.2842
-1.0833,57.5500,7.3019
-0.9167,57.5500,7.3203
-0.7500,57.5500,7.3381
-0.5833,57.5500,7.3575
-0.4167,57.5500,7.3731
-0.2500,57.5500,7.3894
-0.0833,57.5500,7.4070
0.0833,57.5500,7.4274
0.2500,57.5500,7.4507
0.4167,57.5500,7.4769
0.5833,57.5500,7.5009
0.7500,57.5500,7.5206
0.9167,57.5500,7.5315
1.0833,57.5500,7.5304
1.2500,57.5500,7.5125
1.4167,57.5500,7.4802
1.5833,57.5500,7.4310
1.7500,57.5500,7.3665
1.9167,57.5500,7.2882
2.0833,57.5500,7.1994
2.2500,57.5500,7.1065
2.4167,57.5500,7.0143
2.5833,57.5500,6.9270
2.7500,57.5500,6.8484
2.9167,57.5500,6.7812
3.0833,57.5500,6.7251
3.2500,57.5500,6.6815
3.4167,57.5500,6.6479
3.5833,57.5500,6.6208
3.7500,57.5500,6.5959
3.9167,57.5500,6.5715
4.0833,57.5500,6.5430
4.2500,57.5500,6.5071
4.4167,57.5500,6.4648
4.5833,57.5500,6.4180
4.7500,57.5500,6.3618
4.9167,57.5500,6.3018
5.0833,57.5500,6.2355
5.2500,57.5500,6.1630
5.4167,57.5500,6.0837
5.5833,57.5500,5.9971
5.7500,57.5500,5.8992
5.9167,57.5500,5.7824
6.0833,57.5500,5.6451
6.2500,57.5500,5.4908
6.4167,57.5500,5.3216
6.5833,57.5500,5.1534
6.7500,57.5500,4.9861
6.9167,57.5500,4.8258
7.0833,57.5500,4.6877
7.2500,57.5500,4.5902
7.4167,57.5500,4.5290
7.5833,57.5500,4.5046
7.7500,57.5500,4.5151
7.9167,57.5500,4.5559
8.0833,57.5500,4.6088
8.2500,57.5500,4.6666
8.4167,57.5500,4.7191
8.5833,57.5500,4.7637
8.7500,57.5500,4.7981
8.9167,57.5500,4.8147
9.0833,57.5500,4.8157
9.2500,57.5500,4.8093
9.4167,57.5500,4.7978
9.5833,57.5500,4.7841
9.7500,57.5500,4.7636
-9.4167,57.4500,9.4581
-9.2500,57.4500,9.4002
-9.0833,57.4500,9.3394
-8.9167,57.4500,9.2770
-8.7500,57.4500,9.2159
-8.5833,57.4500,9.1582
-8.4167,57.4500,9.1048
-8.2500,57.4500,9.0582
-8.0833,57.4500,9.0208
-7.9167,57.4500,8.9836
-7.7500,57.4500,8.9405
-7.5833,57.4500,8.8887
-7.4167,57.4500,8.8317
-7.2500,57.4500,8.7689
-7.0833,57.4500,8.7048
-6.9167,57.4500,8.6293
-6.0833,57.4500,8.2916
-5.9167,57.4500,8.2524
-1.7500,57.4500,7.1824
-1.5833,57.4500,7.2020
-1.4167,57.4500,7.2200
-1.2500,57.4500,7.2389
-1.0833,57.4500,7.2610
-0.9167,57.4500,7.2834
-0.7500,57.4500,7.3048
-0.5833,57.4500,7.3274
-0.4167,57.4500,7.3455
-0.2500,57.4500,7.3634
-0.0833,57.4500,7.3820
0.0833,57.4500,7.4022
0.2500,57.4500,7.4239
0.4167,57.4500,7.4476
0.5833,57.4500,7.4696
0.7500,57.4500,7.4869
0.9167,57.4500,7.4954
1.0833,57.4500,7.4924
1.2500,57.4500,7.4731
1.4167,57.4500,7.4400
1.5833,57.4500,7.3905
1.7500,57.4500,7.3262
1.9167,57.4500,7.2489
2.0833,57.4500,7.1618
2.2500,57.4500,7.0707
2.4167,57.4500,6.9808
2.5833,57.4500,6.8962
2.7500,57.4500,6.8204
2.9167,57.4500,6.7557
3.0833,57.4500,6.7015
3.2500,57.4500,6.6600
3.4167,57.4500,6.6285
3.5833,57.4500,6.6028
3.7500,57.4500,6.5788
3.9167,57.4500,6.5550
4.0833,57.4500,6.5263
4.2500,57.4500,6.4897
4.4167,57.4500,6.4469
4.5833,57.4500,6.4005
4.7500,57.4500,6.3463
4.9167,57.4500,6.2906
5.0833,57.4500,6.2293
5.2500,57.4500,6.1631
5.4167,57.4500,6.0930
5.5833,57.4500,6.0186
5.7500,57.4500,5.9358
5.9167,57.4500,5.8371
6.0833,57.4500,5.7200
6.2500,57.4500,5.5869
6.4167,57.4500,5.4388
6.5833,57.4500,5.2845
6.7500,57.4500,5.1273
6.9167,57.4500,4.9779
7.0833,57.4500,4.8464
7.2500,57.4500,4.7475
7.4167,57.4500,4.6784
7.5833,57.4500,4.6407
7.7500,57.4500,4.6347
7.9167,57.4500,4.6573
8.0833,57.4500,4.6924
8.2500,57.4500,4.7344
8.4167,57.4500,4.7773
8.5833,57.4500,4.8151
8.7500,57.4500,4.8423
8.9167,57.4500,4.8554
9.0833,57.4500,4.8553
9.2500,57.4500,4.8491
9.4167,57.4500,4.8376
9.5833,57.4500,4.8235
9.7500,57.4500,4.8022
-9.4167,57.3500,9.5003
-9.2500,57.3500,9.4412
-9.0833,57.3500,9.3782
-8.9167,57.3500,9.3129
-8.7500,57.3500,9.2485
-8.5833,57.3500,9.1867
-8.4167,57.3500,9.1291
-8.2500,57.3500,9.0778
-8.0833,57.3500,9.0355
-7.9167,57.3500,8.9928
-7.7500,57.3500,8.9447
-7.5833,57.3500,8.8881
-7.4167,57.3500,8.8269
-7.2500,57.3500,8.7619
-7.0833,57.3500,8.6956
-6.9167,57.3500,8.6194
-6.7500,57.3500,8.5312
-6.0833,57.3500,8.2766
-5.9167,57.3500,8.2322
-1.9167,57.3500,7.1061
-1.7500,57.3500,7.1281
-1.5833,57.3500,7.1517
-1.4167,57.3500,7.1741
-1.2500,57.3500,7.1977
-1.0833,57.3500,7.2247
-0.9167,57.3500,7.2513
-0.7500,57.3500,7.2762
-0.5833,57.3500,7.3016
-0.4167,57.3500,7.3217
-0.2500,57.3500,7.3405
-0.0833,57.3500,7.3591
0.0833,57.3500,7.3780
0.2500,57.3500,7.3967
0.4167,57.3500,7.4163
0.5833,57.3500,7.4345
0.7500,57.3500,7.4476
0.9167,57.3500,7.4523
1.0833,57.3500,7.4458
1.2500,57.3500,7.4239
1.4167,57.3500,7.3891
1.5833,57.3500,7.3386
1.7500,57.3500,7.2742
1.9167,57.3500,7.1981
2.0833,57.3500,7.1136
2.2500,57.3500,7.0254
2.4167,57.3500,6.9388
2.5833,57.3500,6.8577
2.7500,57.3500,6.7852
2.9167,57.3500,6.7233
3.0833,57.3500,6.6710
3.2500,57.3500,6.6314
3.4167,57.3500,6.6017
3.5833,57.3500,6.5770
3.7500,57.3500,6.5532
3.9167,57.3500,6.5292
4.0833,57.3500,6.4997
4.2500,57.3500,6.4621
4.4167,57.3500,6.4187
4.5833,57.3500,6.3727
4.7500,57.3500,6.3205
4.9167,57.3500,6.2689
5.0833,57.3500,6.2127
5.2500,57.3500,6.1527
5.4167,57.3500,6.0912
5.5833,57.3500,6.0287
5.7500,57.3500,5.9608
5.9167,57.3500,5.8803
6.0833,57.3500,5.7837
6.2500,57.3500,5.6724
6.4167,57.3500,5.5460
6.5833,57.3500,5.4115
6.7500,57.3500,5.2707
6.9167,57.3500,5.1338
7.0833,57.3500,5.0095
7.2500,57.3500,4.9094
7.4167,57.3500,4.8321
7.5833,57.3500,4.7810
7.7500,57.3500,4.7578
7.9167,57.3500,4.7609
8.0833,57.3500,4.7766
8.2500,57.3500,4.8009
8.4167,57.3500,4.8298
8.5833,57.3500,4.8575
8.7500,57.3500,4.8784
8.9167,57.3500,4.8891
9.0833,57.3500,4.8891
9.2500,57.3500,4.8834
9.4167,57.3500,4.8719
9.5833,57.3500,4.8575
-9.2500,57.2500,9.4875
-9.0833,57.2500,9.4233
-8.9167,57.2500,9.3559
-8.7500,57.2500,9.2885
-8.5833,57.2500,9.2232
-8.4167,57.2500,9.1615
-8.2500,57.2500,9.1050
-8.0833,57.2500,9.0569
-7.9167,57.2500,9.0078
-7.7500,57.2500,8.9540
-7.5833,57.2500,8.8928
-7.4167,57.2500,8.8269
-7.2500,57.2500,8.7579
-7.0833,57.2500,8.6866
-6.9167,57.2500,8.6088
-6.7500,57.2500,8.5169
-6.5833,57.2500,8.4396
-6.4167,57.2500,8.3711
-5.9167,57.2500,8.2059
-1.9167,57.2500,7.0483
-1.7500,57.2500,7.0752
-1.5833,57.2500,7.1035
-1.4167,57.2500,7.1318
-1.2500,57.2500,7.1600
-1.0833,57.2500,7.1915
-0.9167,57.2500,7.2216
-0.7500,57.2500,7.2494
-0.5833,57.2500,7.2767
-0.4167,57.2500,7.2980
-0.2500,57.2500,7.3169
-0.0833,57.2500,7.3347
0.0833,57.2500,7.3514
0.2500,57.2500,7.3661
0.4167,57.2500,7.3808
0.5833,57.2500,7.3940
0.7500,57.2500,7.4020
0.9167,57.2500,7.4019
1.0833,57.2500,7.3911
1.2500,57.2500,7.3661
